stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding,platform_code
230,230,R. David Mourão Ferreira Norte,,38.60929198188589,-9.017500877380371,,,0,,,,
231,231,EM 510 - Fonte do Feto - Sul,,38.611164,-9.017454,,,0,,,,
232,232,EM 510 - Fonte do Feto - Rotunda,,38.61650161829451,-9.019652009010315,,,0,,,,
233,233,EM 510 - Pinhal do Duque,,38.616241748639915,-9.026169776916504,,,0,,,,
234,234,EM 510 - Quinta do Amassador,,38.618597306904306,-9.026808142662047,,,0,,,,
314,314,R. Manuel Martins Gomes Jnr - Quinta do Abrantes,,38.621388669034594,-9.028433561325073,,,0,,,,
237,237,R. Manuel Martins Gomes Jnr - S António - Centro,,38.62454453770686,-9.031292796134949,,,0,,,,
238,238,R. Henrique Andrade Evans - Igreja,,38.626895632456936,-9.03399109840393,,,0,,,,
239,239,EM 510 - Campo do SantoAntoniense,,38.628148679985486,-9.035214185714722,,,0,,,,
240,240,EM 510 - Esc. Básica e Sec. de Stº António,,38.629971636450136,-9.037311673164368,,,0,,,,
69,69,EM 510 - R. Manuel Carrapeto,,38.633441411712454,-9.041200876235962,,,0,,,,
325,325,Qtª de S. João,,38.62888205884827,-9.045572876930237,,,0,,,,
364,364,Polidesportivo de Palhais,,38.624867241550405,-9.047884941101074,,,0,,,,
103,103,EN 10 - 3 - Palhais - Centro,,38.62494686954816,-9.049268960952759,,,0,,,,
326,326,EN 10 - 3 - Qtª do Torrão,,38.63052480028005,-9.049869775772093,,,0,,,,
272,272,EN 10 - 3 - Qtª das Rebelas,,38.633189984366055,-9.050776362419128,,,0,,,,
270,270,Alto do Romão,,38.63753955312523,-9.04873788356781,,,0,,,,
72,72,R. Jornal Heraldo - USF Alburrica,,38.64396704529789,-9.053077697753906,,,0,,,,
73,73,R. D. Afonso de Albuquerque - Esc. Básica 1 Telha Nova,,38.64511505036702,-9.054880142211914,,,0,,,,
74,74,R. D. Afonso de Albuquerque - Pç. S.Francisco Xavier,,38.6445410501314,-9.0584796667099,,,0,,,,
187,187,Terminal - Carreira 16,,38.652367168224735,-9.077652096748352,,,0,0,,,
28,28,Av. da Liberdade - Esc. Básica nº 7,,38.6520906711257,-9.072271585464476,,,0,,,,
30,30,Av. Esc. dos Fuzileiros Navais - Rotunda do Fuzileiro,,38.65147902223649,-9.064874053001404,,,0,,,,
31,31,Av. Esc. dos Fuzileiros Navais - Parque da Cidade,,38.647871863336775,-9.062529802322386,,,0,,,,
32,32,Av. Esc. dos Fuzileiros Navais - Esc.Sec.StºAndré,,38.64484271506205,-9.060662984848022,,,0,,,,
58,58,R. D. Afonso de Albuquerque - Pç. S.Francisco Xavier,,38.64452429093136,-9.058297276496887,,,0,,,,
59,59,R. D. Afonso de Albuquerque - Esc. Básica 1 Telha Nova,,38.64503963454004,-9.054590463638306,,,0,,,,
60,60,R. Jornal Heraldo - USF Alburrica,,38.64328409925096,-9.053077697753906,,,0,,,,
271,271,Alto do Romão,,38.637028,-9.04838,,,0,,,,
273,273,EN 10 - 3 - Qtª das Rebelas,,38.63388140744681,-9.051779508590698,,,0,,,,
327,327,EN 10 - 3 - Qtª do Torrão,,38.63062956567624,-9.050148725509644,,,0,,,,
87,87,EN 10 - 3 - Palhais - Centro,,38.626408,-9.049938,,,0,,,,
366,366,Polidesportivo de Palhais,,38.62499716086961,-9.047804474830627,,,0,,,,
324,324,Qtª de S. João,,38.628827579533535,-9.045449495315552,,,0,,,,
63,63,EM 510 - Vila Chã - R. Ary dos Santos,,38.63287988942433,-9.040895104408264,,,0,,,,
189,189,EM 510 - Esc. Básica e Sec. de Stº António,,38.62964,-9.037156,,,0,,,,
190,190,EM 510 - Campo do SantoAntoniense,,38.627863707889354,-9.035106897354126,,,0,,,,
191,191,R. Henrique Andrade Evans - Igreja,,38.62628376851631,-9.033422470092773,,,0,,,,
192,192,R. Vasco da Gama - Sto António - Centro,,38.62432241603569,-9.031829237937927,,,0,,,,
319,319,R. Manuel Martins Gomes Jnr - Quinta do Abrantes,,38.621158155256325,-9.027977585792542,,,0,,,,
194,194,EM 510 - Quinta do Amassador,,38.61842965406879,-9.026920795440674,,,0,,,,
195,195,EM 510 - Pinhal do Duque,,38.61630462041689,-9.026298522949219,,,0,,,,
196,196,EM 510 - Fonte do Feto - Rotunda,,38.616484852538754,-9.019153118133545,,,0,,,,
197,197,EM 510 - Fonte do Feto - Sul,,38.61131662155227,-9.017608165740967,,,0,,,,
198,198,R. David Mourão Ferreira Norte,,38.609673,-9.01768,,,0,,,,
199,199,R. David Mourão Ferreira Sul,,38.60554016937173,-9.016873240470886,,,0,,,,
318,318,Penalva - Cruzamento,,38.60181750676966,-9.015585780143736,,,0,,,,
316,316,Esc. Básica da Penalva,,38.60032922613547,-9.017742276191711,,,0,,,,
205,205,EM 1028,,38.593327604578654,-9.02201771736145,,,0,,,,
206,206,Estrada de Covas de Coina - Qtª do Peliche,,38.586803323436655,-9.021980166435242,,,0,,,,
224,224,Estrada de Covas de Coina,,38.5880444919899,-9.024297595024109,,,0,,,,
208,208,Estrada de Covas de Coina,,38.59019132748656,-9.02827799320221,,,0,,,,
209,209,Estrada de Covas de Coina -  Antiga Fábrica,,38.59079511340452,-9.0315181016922,,,0,,,,
210,210,Estrada de Covas de Coina - Rotunda,,38.59261482636092,-9.035235643386839,,,0,,,,
212,212,Estrada de Covas de Coina - Centro de Saúde de Coina,,38.59330244782085,-9.041882157325745,,,0,,,,
213,213,Estrada da Qtª da Areia,,38.58946174606123,-9.038824439048767,,,0,,,,
214,214,Estrada da Qtª da Areia - Centro,,38.585499234716366,-9.036431908607483,,,0,,,,
215,215,Estrada da Qtª da Areia - Campo da Bola,,38.581461022013706,-9.034613370895386,,,0,,,,
274,274,EN 10 - Qtª do Conde,,38.57245285098465,-9.037027359008789,,,0,,,,
330,330,Coina - Zona Comercial,,38.581511343818356,-9.044274687767029,,,0,,,,
36,36,R. Carlos dos Santos Costa - Fontaínhas,,38.648177703832026,-9.047369956970215,,,0,,,,
359,359,Av. 1º de Maio - Esc. Mouzinho da Silveira,,38.64931726240208,-9.043968915939331,,,0,,,,
358,358,Av. 1º de Maio - Centro,,38.65024314039452,-9.041662216186523,,,0,,,,
357,357,Av. 1º de Maio - Vinha das Pedras,,38.65244676567662,-9.035793542861938,,,0,,,,
356,356,Estação - Alhos Vedros,,38.652161890177496,-9.027419686317444,,,0,,,,
355,355,Alhos Vedros - R. Cândido dos Reis,,38.654692215248154,-9.02774691581726,,,0,,,,
354,354,EN 11 - 1 - Alhos Vedros - Zona Comercial,,38.65584423761549,-9.033964276313782,,,0,,,,
353,353,EN 11 - 1 Estação - Baixa da Banheira,,38.659124258004496,-9.04224157333374,,,0,,,,
352,352,EN 11 - 1 - Baixa da Banheira - Centro,,38.660368364376374,-9.04622197151184,,,0,,,,
41,41,Qtª da Várzea - Cemitério do Lavradio,,38.662010384144665,-9.05093729496002,,,0,,,,
42,42,AL. Ary dos Santos - Esc.Básica 2/3  Álvaro Velho,,38.66219887890293,-9.054434895515442,,,0,,,,
43,43,R. Capitães de Abril - Bairro Novo da CUF,,38.66033904225266,-9.057658910751343,,,0,,,,
44,44,Largo 3 de Maio - Santinha,,38.660661584953324,-9.060759544372557,,,0,,,,
45,45,R. Dr. Manuel Pacheco Nobre - R. Pedro Nunes,,38.65998717583156,-9.064026474952698,,,0,,,,
46,46,R. Dr. Manuel Pacheco Nobre - Leças,,38.65925830417429,-9.066553115844727,,,0,,,,
47,47,R. Dr. Manuel Pacheco Nobre - 31 Janeiro,,38.65776702640587,-9.068913459777832,,,0,,,,
49,49,R. Miguel Bombarda - Câmara,,38.660812383639716,-9.074385166168213,,,0,,,,
27,27,Terminal - Carreira 2,,38.65213675404966,-9.078301191329956,,,0,0,,,
33,33,Av. Esc. dos Fuzileiros Navais - Urb. 7 Portais,,38.64168354988635,-9.058163166046143,,,0,,,,
34,34,R. Capitães de Abril - Rotunda da União,,38.64218215417626,-9.054397344589233,,,0,,,,
35,35,R. Capitães de Abril - Bairro Novo da Telha,,38.642676565088756,-9.050449132919312,,,0,,,,
66,66,R. 9 - Pav. Municipal Luís de Carvalho,,38.635071477616634,-9.032607078552246,,,0,,,,
67,67,R. 6 - USF Sto António,,38.63262846010853,-9.03324544429779,,,0,,,,
68,68,R. 6 - Esc. Básica e Secundária de Sto António,,38.63165625845714,-9.0370112657547,,,0,,,,
70,70,EM 510 - Polidesportivo da Vila Chã,,38.63576288255008,-9.043604135513306,,,0,,,,
71,71,EM 510 - Vila Chã - Cemitério,,38.63812617996495,-9.045835733413696,,,0,,,,
23,23,Av. Esc. dos Fuzileiros Navais - Rotunda do Fuzileiro,,38.652344,-9.065287,,,0,,,,
53,53,Terminal - Carreira 3,,38.65212837533841,-9.078188538551329,,,0,0,,,
54,54,Av. Alfredo da Silva - Parque,,38.660917104762916,-9.078269004821777,,,0,,,,
55,55,R. Miguel Bombarda - Câmara,,38.66096318200862,-9.07470166683197,,,0,,,,
61,61,EM 510 - Vila Chã - Cemitério,,38.63767782988421,-9.045621156692505,,,0,,,,
62,62,EM 510 - Polidesportivo da Vila Chã,,38.63562879241759,-9.043663144111632,,,0,,,,
64,64,R. 6 - Esc. Básica e Secundária de Sto António,,38.63167721121794,-9.036657214164734,,,0,,,,
65,65,R. 6 - USF Sto António,,38.632485983104786,-9.03302550315857,,,0,,,,
250,250,Cabeço Verde - Bairro da Liberdade,,38.62666513637993,-9.011852145195007,,,0,,,,
251,251,R. 25 de Abril - Centro,,38.62673638070103,-9.017651081085205,,,0,,,,
253,253,R. da Fronteira - Antiga Fábrica do Tijolo,,38.62651007496578,-9.021888971328735,,,0,,,,
254,254,R. da Fronteira,,38.623475832792025,-9.020097255706787,,,0,,,,
255,255,R. da Fronteira - Fonte do Feto - Norte,,38.6211078612426,-9.018965363502502,,,0,,,,
247,247,R. da Fronteira - Fonte do Feto - Norte,,38.62138028672835,-9.018927812576294,,,0,,,,
248,248,R. da Fronteira,,38.623844642562396,-9.02026891708374,,,0,,,,
249,249,R. da Fronteira - Antiga Fábrica do Tijolo,,38.626795052441736,-9.021824598312378,,,0,,,,
252,252,R. 25 de Abril - Centro,,38.626644,-9.017576,,,0,,,,
243,243,Av. do Bocage - Hospital,,38.65640139087692,-9.060443043708801,,,0,,,,
78,78,Av. J.J. Fernandes - Igreja,,38.66799589763059,-9.049644470214844,,,0,,,,
79,79,R. Alves da Cunha - USF Lavradio,,38.66925660329809,-9.052374958992003,,,0,,,,
363,363,R. da Indústria,,38.6680377818963,-9.055695533752441,,,0,,,,
111,111,R. Industrial Alfredo da Silva - Portaria,,38.667032552756545,-9.059343338012695,,,0,,,,
81,81,R. Industrial Alfredo da Silva - Mausoléu,,38.667308992176864,-9.065898656845091,,,0,,,,
263,263,Startup Barreiro,,38.66332983703364,-9.074905514717102,,,0,,,,
